distrito_nombre,agrupacion_nombre,lista_numero,votos_cantidad,eleccion
Neuquén,JUNTOS POR EL CAMBIO,3008.0,57819,PASO
Neuquén,LA LIBERTAD AVANZA,3016.0,156147,PASO
Neuquén,MOVIMIENTO AL SOCIALISMO,3017.0,3053,PASO
Neuquén,MOVIMIENTO DE ACCION VECINAL,3025.0,1268,PASO
Neuquén,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,3027.0,1612,PASO
Neuquén,MOVIMIENTO LIBRES DEL SUR,3019.0,13064,PASO
Neuquén,POLITICA OBRERA,3020.0,2024,PASO
Neuquén,PRINCIPIOS Y VALORES,3011.0,4232,PASO
Neuquén,UNION POR LA PATRIA,3005.0,57483,PASO
Neuquén,UNION POR LA PATRIA,3006.0,21541,PASO
Río Negro,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,3009.0,9471,PASO
Río Negro,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,3010.0,3759,PASO
Río Negro,FRENTE LIBER.AR,3002.0,24,PASO
Río Negro,FRENTE LIBER.AR,3003.0,15,PASO
Río Negro,FRENTE LIBER.AR,3004.0,47,PASO
Río Negro,FRENTE PATRIOTA FEDERAL,3021.0,27,PASO
Río Negro,HACEMOS POR NUESTRO PAIS,3001.0,8232,PASO
Río Negro,JUNTOS POR EL CAMBIO,3007.0,31520,PASO
Río Negro,JUNTOS POR EL CAMBIO,3008.0,52712,PASO
Río Negro,LA LIBERTAD AVANZA,3016.0,148437,PASO
Río Negro,MOVIMIENTO AL SOCIALISMO,3017.0,3128,PASO
Río Negro,MOVIMIENTO DE ACCION VECINAL,3025.0,1767,PASO
Río Negro,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,3026.0,188,PASO
Río Negro,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,3027.0,986,PASO
Río Negro,MOVIMIENTO LIBRES DEL SUR,3019.0,5013,PASO
Río Negro,POLITICA OBRERA,3020.0,2378,PASO
Río Negro,PRINCIPIOS Y VALORES,3011.0,3364,PASO
Río Negro,PRINCIPIOS Y VALORES,3012.0,32,PASO
Río Negro,PRINCIPIOS Y VALORES,3013.0,12,PASO
Río Negro,PRINCIPIOS Y VALORES,3014.0,13,PASO
Río Negro,PRINCIPIOS Y VALORES,3015.0,12,PASO
Río Negro,PROYECTO JOVEN,3022.0,34,PASO
Río Negro,PROYECTO JOVEN,3023.0,261,PASO
Río Negro,PROYECTO JOVEN,3024.0,10,PASO
Río Negro,UNION DEL CENTRO DEMOCRATICO,3018.0,21,PASO
Río Negro,UNION POR LA PATRIA,3005.0,72012,PASO
Río Negro,UNION POR LA PATRIA,3006.0,34246,PASO
Salta,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,3009.0,5057,PASO
Salta,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,3010.0,7278,PASO
Salta,FRENTE LIBER.AR,3002.0,40,PASO
Salta,FRENTE LIBER.AR,3003.0,9,PASO
Salta,FRENTE LIBER.AR,3004.0,19,PASO
Salta,FRENTE PATRIOTA FEDERAL,3021.0,1363,PASO
Salta,HACEMOS POR NUESTRO PAIS,3001.0,12820,PASO
Salta,JUNTOS POR EL CAMBIO,3007.0,44453,PASO
Salta,JUNTOS POR EL CAMBIO,3008.0,66556,PASO
Salta,LA LIBERTAD AVANZA,3016.0,318910,PASO
Salta,MOVIMIENTO AL SOCIALISMO,3017.0,1887,PASO
Salta,MOVIMIENTO DE ACCION VECINAL,3025.0,1282,PASO
Salta,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,3026.0,1263,PASO
Salta,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,3027.0,1277,PASO
Salta,MOVIMIENTO LIBRES DEL SUR,3019.0,8012,PASO
Salta,POLITICA OBRERA,3020.0,3884,PASO
Salta,PRINCIPIOS Y VALORES,3011.0,2142,PASO
Salta,PRINCIPIOS Y VALORES,3012.0,24,PASO
Salta,PRINCIPIOS Y VALORES,3013.0,5,PASO
Salta,PRINCIPIOS Y VALORES,3014.0,6,PASO
Salta,PRINCIPIOS Y VALORES,3015.0,17,PASO
Salta,PROYECTO JOVEN,3022.0,608,PASO
Salta,PROYECTO JOVEN,3023.0,27,PASO
Salta,PROYECTO JOVEN,3024.0,14,PASO
Salta,UNION DEL CENTRO DEMOCRATICO,3018.0,47,PASO
Salta,UNION POR LA PATRIA,3005.0,137998,PASO
Salta,UNION POR LA PATRIA,3006.0,17839,PASO
San Juan,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,3009.0,3244,PASO
San Juan,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,3010.0,2259,PASO
San Juan,FRENTE LIBER.AR,3002.0,7,PASO
San Juan,FRENTE LIBER.AR,3003.0,10,PASO
San Juan,FRENTE LIBER.AR,3004.0,128,PASO
San Juan,FRENTE PATRIOTA FEDERAL,3021.0,1187,PASO
San Juan,HACEMOS POR NUESTRO PAIS,3001.0,6896,PASO
San Juan,JUNTOS POR EL CAMBIO,3007.0,63523,PASO
San Juan,JUNTOS POR EL CAMBIO,3008.0,53926,PASO
San Juan,LA LIBERTAD AVANZA,3016.0,143858,PASO
San Juan,MOVIMIENTO AL SOCIALISMO,3017.0,1130,PASO
San Juan,MOVIMIENTO DE ACCION VECINAL,3025.0,961,PASO
San Juan,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,3026.0,1028,PASO
San Juan,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,3027.0,1434,PASO
San Juan,MOVIMIENTO LIBRES DEL SUR,3019.0,2838,PASO
San Juan,POLITICA OBRERA,3020.0,1251,PASO
San Juan,PRINCIPIOS Y VALORES,3011.0,1037,PASO
San Juan,PRINCIPIOS Y VALORES,3012.0,3,PASO
San Juan,PRINCIPIOS Y VALORES,3013.0,1,PASO
San Juan,PRINCIPIOS Y VALORES,3014.0,1,PASO
San Juan,PRINCIPIOS Y VALORES,3015.0,1,PASO
San Juan,PROYECTO JOVEN,3022.0,15,PASO
San Juan,PROYECTO JOVEN,3023.0,1,PASO
San Juan,PROYECTO JOVEN,3024.0,1,PASO
San Juan,UNION DEL CENTRO DEMOCRATICO,3018.0,5,PASO
San Juan,UNION POR LA PATRIA,3005.0,95443,PASO
San Juan,UNION POR LA PATRIA,3006.0,26841,PASO
San Luis,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,3009.0,3006,PASO
San Luis,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,3010.0,935,PASO
San Luis,FRENTE LIBER.AR,3002.0,186,PASO
San Luis,FRENTE LIBER.AR,3003.0,21,PASO
San Luis,FRENTE LIBER.AR,3004.0,13,PASO
San Luis,FRENTE PATRIOTA FEDERAL,3021.0,1127,PASO
San Luis,HACEMOS POR NUESTRO PAIS,3001.0,8263,PASO
San Luis,JUNTOS POR EL CAMBIO,3007.0,33194,PASO
San Luis,JUNTOS POR EL CAMBIO,3008.0,33385,PASO
San Luis,LA LIBERTAD AVANZA,3016.0,135471,PASO
San Luis,MOVIMIENTO AL SOCIALISMO,3017.0,874,PASO
San Luis,MOVIMIENTO DE ACCION VECINAL,3025.0,803,PASO
San Luis,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,3026.0,598,PASO
San Luis,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,3027.0,666,PASO
San Luis,MOVIMIENTO LIBRES DEL SUR,3019.0,2769,PASO
San Luis,POLITICA OBRERA,3020.0,987,PASO
San Luis,PRINCIPIOS Y VALORES,3011.0,1189,PASO
San Luis,PRINCIPIOS Y VALORES,3012.0,7,PASO
San Luis,PRINCIPIOS Y VALORES,3013.0,14,PASO
San Luis,PRINCIPIOS Y VALORES,3014.0,11,PASO
San Luis,PRINCIPIOS Y VALORES,3015.0,6,PASO
San Luis,PROYECTO JOVEN,3022.0,17,PASO
San Luis,PROYECTO JOVEN,3023.0,13,PASO
San Luis,PROYECTO JOVEN,3024.0,9,PASO
San Luis,UNION DEL CENTRO DEMOCRATICO,3018.0,27,PASO
San Luis,UNION POR LA PATRIA,3005.0,38315,PASO
San Luis,UNION POR LA PATRIA,3006.0,10999,PASO
Santa Cruz,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,3009.0,1856,PASO
Santa Cruz,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,3010.0,1438,PASO
Santa Cruz,FRENTE LIBER.AR,3002.0,11,PASO
Santa Cruz,FRENTE LIBER.AR,3003.0,0,PASO
Santa Cruz,FRENTE LIBER.AR,3004.0,1,PASO
Santa Cruz,FRENTE PATRIOTA FEDERAL,3021.0,209,PASO
Santa Cruz,HACEMOS POR NUESTRO PAIS,3001.0,3679,PASO
Santa Cruz,JUNTOS POR EL CAMBIO,3007.0,10604,PASO
Santa Cruz,JUNTOS POR EL CAMBIO,3008.0,17507,PASO
Santa Cruz,LA LIBERTAD AVANZA,3016.0,52189,PASO
Santa Cruz,MOVIMIENTO AL SOCIALISMO,3017.0,414,PASO
Santa Cruz,MOVIMIENTO DE ACCION VECINAL,3025.0,138,PASO
Santa Cruz,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,3026.0,25,PASO
Santa Cruz,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,3027.0,334,PASO
Santa Cruz,MOVIMIENTO LIBRES DEL SUR,3019.0,607,PASO
Santa Cruz,POLITICA OBRERA,3020.0,403,PASO
Santa Cruz,PRINCIPIOS Y VALORES,3011.0,65,PASO
Santa Cruz,PRINCIPIOS Y VALORES,3012.0,0,PASO
Santa Cruz,PRINCIPIOS Y VALORES,3013.0,0,PASO
Santa Cruz,PRINCIPIOS Y VALORES,3014.0,0,PASO
Santa Cruz,PRINCIPIOS Y VALORES,3015.0,0,PASO
Santa Cruz,PROYECTO JOVEN,3022.0,1,PASO
Santa Cruz,PROYECTO JOVEN,3023.0,3,PASO
Santa Cruz,PROYECTO JOVEN,3024.0,0,PASO
Santa Cruz,UNION DEL CENTRO DEMOCRATICO,3018.0,4,PASO
Santa Cruz,UNION POR LA PATRIA,3005.0,29622,PASO
Santa Cruz,UNION POR LA PATRIA,3006.0,8857,PASO
Santa Fe,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,3009.0,21601,PASO
Santa Fe,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,3010.0,9244,PASO
Santa Fe,FRENTE LIBER.AR,3002.0,806,PASO
Santa Fe,FRENTE LIBER.AR,3003.0,2359,PASO
Santa Fe,FRENTE LIBER.AR,3004.0,853,PASO
Santa Fe,FRENTE PATRIOTA FEDERAL,3021.0,2406,PASO
Santa Fe,HACEMOS POR NUESTRO PAIS,3001.0,67563,PASO
Santa Fe,JUNTOS POR EL CAMBIO,3007.0,210334,PASO
Santa Fe,JUNTOS POR EL CAMBIO,3008.0,369533,PASO
Santa Fe,LA LIBERTAD AVANZA,3016.0,646315,PASO
Santa Fe,MOVIMIENTO AL SOCIALISMO,3017.0,5554,PASO
Santa Fe,MOVIMIENTO DE ACCION VECINAL,3025.0,2288,PASO
Santa Fe,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,3026.0,2225,PASO
Santa Fe,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,3027.0,4468,PASO
Santa Fe,MOVIMIENTO LIBRES DEL SUR,3019.0,5606,PASO
Santa Fe,POLITICA OBRERA,3020.0,3578,PASO
Santa Fe,PRINCIPIOS Y VALORES,3011.0,25979,PASO
Santa Fe,PRINCIPIOS Y VALORES,3012.0,217,PASO
Santa Fe,PRINCIPIOS Y VALORES,3013.0,41,PASO
Santa Fe,PRINCIPIOS Y VALORES,3014.0,34,PASO
Santa Fe,PRINCIPIOS Y VALORES,3015.0,36,PASO
Santa Fe,PROYECTO JOVEN,3022.0,1217,PASO
Santa Fe,PROYECTO JOVEN,3023.0,244,PASO
Santa Fe,PROYECTO JOVEN,3024.0,455,PASO
Santa Fe,UNION DEL CENTRO DEMOCRATICO,3018.0,1218,PASO
Santa Fe,UNION POR LA PATRIA,3005.0,301725,PASO
Santa Fe,UNION POR LA PATRIA,3006.0,85140,PASO
Santiago del Estero,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,3009.0,2890,PASO
Santiago del Estero,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,3010.0,2716,PASO
Santiago del Estero,FRENTE LIBER.AR,3002.0,33,PASO
Santiago del Estero,FRENTE LIBER.AR,3003.0,8,PASO
Santiago del Estero,FRENTE LIBER.AR,3004.0,278,PASO
Santiago del Estero,FRENTE PATRIOTA FEDERAL,3021.0,790,PASO
Santiago del Estero,HACEMOS POR NUESTRO PAIS,3001.0,7605,PASO
Santiago del Estero,JUNTOS POR EL CAMBIO,3007.0,24260,PASO
Santiago del Estero,JUNTOS POR EL CAMBIO,3008.0,31652,PASO
Santiago del Estero,LA LIBERTAD AVANZA,3016.0,142042,PASO
Santiago del Estero,MOVIMIENTO AL SOCIALISMO,3017.0,1644,PASO
Santiago del Estero,MOVIMIENTO DE ACCION VECINAL,3025.0,808,PASO
Santiago del Estero,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,3026.0,549,PASO
Santiago del Estero,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,3027.0,731,PASO
Santiago del Estero,MOVIMIENTO LIBRES DEL SUR,3019.0,10260,PASO
Santiago del Estero,POLITICA OBRERA,3020.0,1192,PASO
Santiago del Estero,PRINCIPIOS Y VALORES,3011.0,11,PASO
Santiago del Estero,PRINCIPIOS Y VALORES,3012.0,0,PASO
Santiago del Estero,PRINCIPIOS Y VALORES,3013.0,0,PASO
Santiago del Estero,PRINCIPIOS Y VALORES,3014.0,0,PASO
Santiago del Estero,PRINCIPIOS Y VALORES,3015.0,2,PASO
Santiago del Estero,PROYECTO JOVEN,3022.0,23,PASO
Santiago del Estero,PROYECTO JOVEN,3023.0,51,PASO
Santiago del Estero,PROYECTO JOVEN,3024.0,4,PASO
Santiago del Estero,UNION DEL CENTRO DEMOCRATICO,3018.0,2,PASO
Santiago del Estero,UNION POR LA PATRIA,3005.0,272293,PASO
Santiago del Estero,UNION POR LA PATRIA,3006.0,8270,PASO
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,3009.0,2074,PASO
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,3010.0,629,PASO
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",FRENTE LIBER.AR,3002.0,0,PASO
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",FRENTE LIBER.AR,3003.0,6,PASO
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",FRENTE LIBER.AR,3004.0,0,PASO
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",FRENTE PATRIOTA FEDERAL,3021.0,12,PASO
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",HACEMOS POR NUESTRO PAIS,3001.0,4315,PASO
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",JUNTOS POR EL CAMBIO,3007.0,9341,PASO
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",JUNTOS POR EL CAMBIO,3008.0,11704,PASO
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",LA LIBERTAD AVANZA,3016.0,35697,PASO
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",MOVIMIENTO AL SOCIALISMO,3017.0,842,PASO
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",MOVIMIENTO DE ACCION VECINAL,3025.0,479,PASO
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,3026.0,9,PASO
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,3027.0,16,PASO
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",MOVIMIENTO LIBRES DEL SUR,3019.0,676,PASO
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",POLITICA OBRERA,3020.0,726,PASO
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",PRINCIPIOS Y VALORES,3011.0,1848,PASO
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",PRINCIPIOS Y VALORES,3012.0,7,PASO
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",PRINCIPIOS Y VALORES,3013.0,0,PASO
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",PRINCIPIOS Y VALORES,3014.0,0,PASO
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",PRINCIPIOS Y VALORES,3015.0,1,PASO
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",PROYECTO JOVEN,3022.0,0,PASO
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",PROYECTO JOVEN,3023.0,1,PASO
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",PROYECTO JOVEN,3024.0,6,PASO
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",UNION DEL CENTRO DEMOCRATICO,3018.0,7,PASO
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",UNION POR LA PATRIA,3005.0,22786,PASO
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",UNION POR LA PATRIA,3006.0,6814,PASO
Tucumán,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,3009.0,10118,PASO
Tucumán,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,3010.0,5911,PASO
Tucumán,FRENTE LIBER.AR,3002.0,90,PASO
Tucumán,FRENTE LIBER.AR,3003.0,138,PASO
Tucumán,FRENTE LIBER.AR,3004.0,286,PASO
Tucumán,FRENTE PATRIOTA FEDERAL,3021.0,2889,PASO
Tucumán,HACEMOS POR NUESTRO PAIS,3001.0,11302,PASO
Tucumán,JUNTOS POR EL CAMBIO,3007.0,102145,PASO
Tucumán,JUNTOS POR EL CAMBIO,3008.0,104824,PASO
Tucumán,LA LIBERTAD AVANZA,3016.0,342681,PASO
Tucumán,MOVIMIENTO AL SOCIALISMO,3017.0,2971,PASO
Tucumán,MOVIMIENTO DE ACCION VECINAL,3025.0,1972,PASO
Tucumán,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,3026.0,1625,PASO
Tucumán,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,3027.0,1580,PASO
Tucumán,MOVIMIENTO LIBRES DEL SUR,3019.0,15445,PASO
Tucumán,POLITICA OBRERA,3020.0,3349,PASO
Tucumán,PRINCIPIOS Y VALORES,3011.0,1956,PASO
Tucumán,PRINCIPIOS Y VALORES,3012.0,66,PASO
Tucumán,PRINCIPIOS Y VALORES,3013.0,16,PASO
Tucumán,PRINCIPIOS Y VALORES,3014.0,10,PASO
Tucumán,PRINCIPIOS Y VALORES,3015.0,51,PASO
Tucumán,PROYECTO JOVEN,3022.0,23,PASO
Tucumán,PROYECTO JOVEN,3023.0,6,PASO
Tucumán,PROYECTO JOVEN,3024.0,17,PASO
Tucumán,UNION DEL CENTRO DEMOCRATICO,3018.0,33,PASO
Tucumán,UNION POR LA PATRIA,3005.0,279766,PASO
Tucumán,UNION POR LA PATRIA,3006.0,33319,PASO
Buenos Aires,JUNTOS POR EL CAMBIO,3008.0,2374023,Generales
Buenos Aires,HACEMOS POR NUESTRO PAIS,,367457,Generales
Buenos Aires,UNION POR LA PATRIA,3005.0,4224688,Generales
Buenos Aires,LA LIBERTAD AVANZA,3016.0,2533633,Generales
Buenos Aires,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,,352790,Generales
Catamarca,JUNTOS POR EL CAMBIO,3008.0,39960,Generales
Catamarca,HACEMOS POR NUESTRO PAIS,,14967,Generales
Catamarca,UNION POR LA PATRIA,3005.0,99612,Generales
Catamarca,LA LIBERTAD AVANZA,3016.0,74570,Generales
Catamarca,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,,3666,Generales
Chaco,JUNTOS POR EL CAMBIO,3008.0,171756,Generales
Chaco,HACEMOS POR NUESTRO PAIS,,25804,Generales
Chaco,UNION POR LA PATRIA,3005.0,310962,Generales
Chaco,LA LIBERTAD AVANZA,3016.0,197596,Generales
Chaco,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,,5482,Generales
Chubut,JUNTOS POR EL CAMBIO,3008.0,70717,Generales
Chubut,HACEMOS POR NUESTRO PAIS,,26555,Generales
Chubut,UNION POR LA PATRIA,3005.0,110820,Generales
Chubut,LA LIBERTAD AVANZA,3016.0,120297,Generales
Chubut,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,,15122,Generales
Ciudad Autónoma de Buenos Aires,JUNTOS POR EL CAMBIO,3008.0,767367,Generales
Ciudad Autónoma de Buenos Aires,HACEMOS POR NUESTRO PAIS,,57607,Generales
Ciudad Autónoma de Buenos Aires,UNION POR LA PATRIA,3005.0,600832,Generales
Ciudad Autónoma de Buenos Aires,LA LIBERTAD AVANZA,3016.0,369424,Generales
Ciudad Autónoma de Buenos Aires,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,,66145,Generales
Corrientes,JUNTOS POR EL CAMBIO,3008.0,224519,Generales
Corrientes,HACEMOS POR NUESTRO PAIS,,19118,Generales
Corrientes,UNION POR LA PATRIA,3005.0,260040,Generales
Corrientes,LA LIBERTAD AVANZA,3016.0,187916,Generales
Corrientes,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,,7315,Generales
Córdoba,JUNTOS POR EL CAMBIO,3008.0,519252,Generales
Córdoba,HACEMOS POR NUESTRO PAIS,,665717,Generales
Córdoba,UNION POR LA PATRIA,3005.0,308016,Generales
Córdoba,LA LIBERTAD AVANZA,3016.0,769847,Generales
Córdoba,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,,31895,Generales
Entre Ríos,JUNTOS POR EL CAMBIO,3008.0,250512,Generales
Entre Ríos,HACEMOS POR NUESTRO PAIS,,44720,Generales
Entre Ríos,UNION POR LA PATRIA,3005.0,276850,Generales
Entre Ríos,LA LIBERTAD AVANZA,3016.0,247640,Generales
Entre Ríos,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,,12760,Generales
Formosa,JUNTOS POR EL CAMBIO,3008.0,55097,Generales
Formosa,HACEMOS POR NUESTRO PAIS,,8793,Generales
Formosa,UNION POR LA PATRIA,3005.0,187229,Generales
Formosa,LA LIBERTAD AVANZA,3016.0,103911,Generales
Formosa,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,,2772,Generales
Jujuy,JUNTOS POR EL CAMBIO,3008.0,90095,Generales
Jujuy,HACEMOS POR NUESTRO PAIS,,30775,Generales
Jujuy,UNION POR LA PATRIA,3005.0,146027,Generales
Jujuy,LA LIBERTAD AVANZA,3016.0,168921,Generales
Jujuy,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,,16006,Generales
La Pampa,JUNTOS POR EL CAMBIO,3008.0,49911,Generales
La Pampa,HACEMOS POR NUESTRO PAIS,,16947,Generales
La Pampa,UNION POR LA PATRIA,3005.0,79229,Generales
La Pampa,LA LIBERTAD AVANZA,3016.0,76341,Generales
La Pampa,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,,5244,Generales
La Rioja,JUNTOS POR EL CAMBIO,3008.0,27975,Generales
La Rioja,HACEMOS POR NUESTRO PAIS,,20179,Generales
La Rioja,UNION POR LA PATRIA,3005.0,97412,Generales
La Rioja,LA LIBERTAD AVANZA,3016.0,89236,Generales
La Rioja,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,,2189,Generales
Mendoza,JUNTOS POR EL CAMBIO,3008.0,286475,Generales
Mendoza,HACEMOS POR NUESTRO PAIS,,47958,Generales
Mendoza,UNION POR LA PATRIA,3005.0,265740,Generales
Mendoza,LA LIBERTAD AVANZA,3016.0,469367,Generales
Mendoza,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,,38572,Generales
Misiones,JUNTOS POR EL CAMBIO,3008.0,104787,Generales
Misiones,HACEMOS POR NUESTRO PAIS,,29966,Generales
Misiones,UNION POR LA PATRIA,3005.0,275062,Generales
Misiones,LA LIBERTAD AVANZA,3016.0,305629,Generales
Misiones,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,,10036,Generales
Neuquén,JUNTOS POR EL CAMBIO,3008.0,86927,Generales
Neuquén,HACEMOS POR NUESTRO PAIS,,25215,Generales
Neuquén,UNION POR LA PATRIA,3005.0,134510,Generales
Neuquén,LA LIBERTAD AVANZA,3016.0,155394,Generales
Neuquén,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,,21238,Generales
Río Negro,JUNTOS POR EL CAMBIO,3008.0,79609,Generales
Río Negro,HACEMOS POR NUESTRO PAIS,,27482,Generales
Río Negro,UNION POR LA PATRIA,3005.0,166135,Generales
Río Negro,LA LIBERTAD AVANZA,3016.0,148037,Generales
Río Negro,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,,17649,Generales
Salta,JUNTOS POR EL CAMBIO,3008.0,106684,Generales
Salta,HACEMOS POR NUESTRO PAIS,,47990,Generales
Salta,UNION POR LA PATRIA,3005.0,287756,Generales
Salta,LA LIBERTAD AVANZA,3016.0,309115,Generales
Salta,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,,13533,Generales
San Juan,JUNTOS POR EL CAMBIO,3008.0,103118,Generales
San Juan,HACEMOS POR NUESTRO PAIS,,27427,Generales
San Juan,UNION POR LA PATRIA,3005.0,147523,Generales
San Juan,LA LIBERTAD AVANZA,3016.0,155821,Generales
San Juan,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,,10025,Generales
San Luis,JUNTOS POR EL CAMBIO,3008.0,66824,Generales
San Luis,HACEMOS POR NUESTRO PAIS,,20017,Generales
San Luis,UNION POR LA PATRIA,3005.0,86681,Generales
San Luis,LA LIBERTAD AVANZA,3016.0,138251,Generales
San Luis,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,,6964,Generales
Santa Cruz,JUNTOS POR EL CAMBIO,3008.0,28101,Generales
Santa Cruz,HACEMOS POR NUESTRO PAIS,,11311,Generales
Santa Cruz,UNION POR LA PATRIA,3005.0,65062,Generales
Santa Cruz,LA LIBERTAD AVANZA,3016.0,62350,Generales
Santa Cruz,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,,4948,Generales
Santa Fe,JUNTOS POR EL CAMBIO,3008.0,544677,Generales
Santa Fe,HACEMOS POR NUESTRO PAIS,,183205,Generales
Santa Fe,UNION POR LA PATRIA,3005.0,601241,Generales
Santa Fe,LA LIBERTAD AVANZA,3016.0,657813,Generales
Santa Fe,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,,38553,Generales
Santiago del Estero,JUNTOS POR EL CAMBIO,3008.0,49761,Generales
Santiago del Estero,HACEMOS POR NUESTRO PAIS,,13305,Generales
Santiago del Estero,UNION POR LA PATRIA,3005.0,402863,Generales
Santiago del Estero,LA LIBERTAD AVANZA,3016.0,141344,Generales
Santiago del Estero,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,,7785,Generales
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",JUNTOS POR EL CAMBIO,3008.0,15875,Generales
